content,score,at,clean_text,normalized_text,text_StopWords,text_tokens,text_steaming,sentimen,,
"Tolong untuk tambahkan fitur unduh data, agar kalau tidak sengaja kehapus data bisa di unduh lagi. Jadi berkas yang sudah di kunci lalu di unggah kalau ga sengaja kehapus data bisa dipulihkan kembali, itu akan sangat membantu untuk operator yang ada masalah.",5,2024-11-27 12:30:20,tolong untuk tambahkan fitur unduh data agar kalau tidak sengaja kehapus data bisa di unduh lagi jadi berkas yang sudah di kunci lalu di unggah kalau ga sengaja kehapus data bisa dipulihkan kembali itu akan sangat membantu untuk operator yang ada masalah,mohon untuk tambahkan fitur unduh data agar kalau tidak sengaja kehapus data bisa di unduh lagi jadi berkas yang sudah di kunci lalu di unggah kalau tidak sengaja kehapus data bisa dipulihkan kembali itu akan sangat membantu untuk operator yang ada masalah,mohon tambahkan fitur unduh data sengaja kehapus data unduh berkas kunci unggah sengaja kehapus data dipulihkan membantu operator,"['mohon', 'tambahkan', 'fitur', 'unduh', 'data', 'sengaja', 'kehapus', 'data', 'unduh', 'berkas', 'kunci', 'unggah', 'sengaja', 'kehapus', 'data', 'dipulihkan', 'membantu', 'operator']",mohon tambah fitur unduh data sengaja hapus data unduh berkas kunci unggah sengaja hapus data pulih bantu operator,positif,,
"Aplikasi bapuk banyak bug saat pengambilan photo selalu lag, kemudian ketika sudah beres semua gak bisa upload pdf minimal setelah update lebih bagus ini malah lebih buruk😫👎👎",2,2024-11-27 12:09:53,aplikasi bapuk banyak bug saat pengambilan photo selalu lag kemudian ketika sudah beres semua gak bisa upload pdf minimal setelah update lebih bagus ini malah lebih buruk,aplikasi buruk banyak bug saat pengambilan photo selalu lag kemudian ketika sudah beres semua tidak bisa upload pdf minimal setelah update lebih bagus ini malah lebih buruk,aplikasi buruk bug pengambilan photo lag beres upload pdf minimal update bagus buruk,"['aplikasi', 'buruk', 'bug', 'pengambilan', 'photo', 'lag', 'beres', 'upload', 'pdf', 'minimal', 'update', 'bagus', 'buruk']",aplikasi buruk bug ambil photo lag beres upload pdf minimal update bagus buruk,negatif,,
Pas hari H nya unggah data daftar hadir tidak bisa error mulu😥,4,2024-11-27 12:02:39,pas hari h nya unggah data daftar hadir tidak bisa error mulu,saat hari h nya unggah data daftar hadir tidak bisa error mulu,h nya unggah data daftar hadir error mulu,"['h', 'nya', 'unggah', 'data', 'daftar', 'hadir', 'error', 'mulu']",h nya unggah data daftar hadir error mulu,negatif,,
Aplikasi cacat,1,2024-11-27 11:46:35,aplikasi cacat,aplikasi cacat,aplikasi cacat,"['aplikasi', 'cacat']",aplikasi cacat,negatif,,
Apk mempersulit tidak mempermudah,1,2024-11-27 11:34:01,apk mempersulit tidak mempermudah,aplikasi mempersulit tidak mempermudah,aplikasi mempersulit mempermudah,"['aplikasi', 'mempersulit', 'mempermudah']",aplikasi sulit mudah,negatif,,
Banyak bug,1,2024-11-27 11:12:44,banyak bug,banyak bug,bug,['bug'],bug,negatif,,
Apk ga jelas ngunggah aja lama . Lemah,1,2024-11-27 11:07:18,apk ga jelas ngunggah aja lama lemah,aplikasi tidak jelas ngunggah saja lama lemah,aplikasi ngunggah lemah,"['aplikasi', 'ngunggah', 'lemah']",aplikasi ngunggah lemah,negatif,,
Gagal terus,1,2024-11-27 10:53:25,gagal terus,gagal terus,gagal,['gagal'],gagal,negatif,,
Hapus nya gaguna sangat bagus kalo tidak ada,1,2024-11-27 10:29:44,hapus nya gaguna sangat bagus kalo tidak ada,hapus nya gaguna sangat bagus kalau tidak ada,hapus nya gaguna bagus,"['hapus', 'nya', 'gaguna', 'bagus']",hapus nya gaguna bagus,negatif,,
Mantap,5,2024-11-27 10:14:52,mantap,mantap,mantap,['mantap'],mantap,positif,,
"Aplikasi busuk , kebanyakan di korupsi ya gini Login aja susah",1,2024-11-27 09:04:45,aplikasi busuk kebanyakan di korupsi ya gini login aja susah,aplikasi busuk kebanyakan di korupsi iya begini login saja susah,aplikasi busuk kebanyakan korupsi iya login susah,"['aplikasi', 'busuk', 'kebanyakan', 'korupsi', 'iya', 'login', 'susah']",aplikasi busuk banyak korupsi iya login susah,negatif,,
Sangat membantu dan mudah di gunakan.,5,2024-11-27 09:00:05,sangat membantu dan mudah di gunakan,sangat membantu dan mudah di gunakan,membantu mudah,"['membantu', 'mudah']",bantu mudah,positif,,
"aplikasi pemerintah masih jauh kualitasnya sama online shop, padahal yg pake cuma 1 hari doang",4,2024-11-27 08:41:32,aplikasi pemerintah masih jauh kualitasnya sama online shop padahal yg pake cuma 1 hari doang,aplikasi pemerintah masih jauh kualitasnya sama online shop padahal yang pakai cuma 1 hari doang,aplikasi pemerintah kualitasnya online shop pakai 1 doang,"['aplikasi', 'pemerintah', 'kualitasnya', 'online', 'shop', 'pakai', '1', 'doang']",aplikasi perintah kualitas online shop pakai 1 doang,negatif,,
Sangat membantu,1,2024-11-27 08:09:06,sangat membantu,sangat membantu,membantu,['membantu'],bantu,positif,,
Ajib,5,2024-11-26 20:28:45,ajib,ajib,ajib,['ajib'],ajib,netral,,
"username betul, password betul, saat submit masuk gak bisa. duuh repot banget",2,2024-11-26 17:29:02,username betul password betul saat submit masuk gak bisa duuh repot banget,username betul password betul saat submit masuk tidak bisa duuh repot banget,username password submit masuk duuh repot banget,"['username', 'password', 'submit', 'masuk', 'duuh', 'repot', 'banget']",username password submit masuk duuh repot banget,negatif,,
"Aplkasi burik...sangat susah untuk didownload.....ditambah lagi pas unggah berkas sangat susah.......... Yg buat aplikasih ini lebih baik di hapus sj....lebih baik pake manual......yg dulu pake manual sj pemilu berjalan lancar....sekarang malah pake aplikasi buat tambah ribet di tambah lagi aplikasih yg tdk berguna ini.....aplikasi sangat burik...buang"" pulsa data",1,2024-11-26 17:00:18,aplkasi buriksangat susah untuk didownloadditambah lagi pas unggah berkas sangat susah yg buat aplikasih ini lebih baik di hapus sjlebih baik pake manualyg dulu pake manual sj pemilu berjalan lancarsekarang malah pake aplikasi buat tambah ribet di tambah lagi aplikasih yg tdk berguna iniaplikasi sangat burikbuang pulsa data,aplkasi buriksangat susah untuk didownloadditambah lagi saat unggah berkas sangat susah yang untuk aplikasih ini lebih baik di hapus sjlebih baik pakai manualyg dulu pakai manual sj pemilu berjalan lancarsekarang malah pakai aplikasi untuk tambah ribet di tambah lagi aplikasih yang tidak berguna iniaplikasi sangat burikbuang pulsa data,aplkasi buriksangat susah didownloadditambah unggah berkas susah aplikasih hapus sjlebih pakai manualyg pakai manual sj pemilu berjalan lancarsekarang pakai aplikasi ribet aplikasih berguna iniaplikasi burikbuang pulsa data,"['aplkasi', 'buriksangat', 'susah', 'didownloadditambah', 'unggah', 'berkas', 'susah', 'aplikasih', 'hapus', 'sjlebih', 'pakai', 'manualyg', 'pakai', 'manual', 'sj', 'pemilu', 'berjalan', 'lancarsekarang', 'pakai', 'aplikasi', 'ribet', 'aplikasih', 'berguna', 'iniaplikasi', 'burikbuang', 'pulsa', 'data']",aplkasi buriksangat susah didownloadditambah unggah berkas susah aplikasih hapus sjlebih pakai manualyg pakai manual sj milu jalan lancarsekarang pakai aplikasi ribet aplikasih guna iniaplikasi burikbuang pulsa data,negatif,,
"Gak bisa login, diperlukan otentikasi yg gak tau harus nyari dimana otentikasi nya, karna gak ada dapat chat wa atau melalui email untuk kode otentikasi",5,2024-11-26 15:54:50,gak bisa login diperlukan otentikasi yg gak tau harus nyari dimana otentikasi nya karna gak ada dapat chat wa atau melalui email untuk kode otentikasi,tidak bisa login diperlukan otentikasi yang tidak tau harus nyari dimana otentikasi nya karna tidak ada dapat chat wa atau melalui email untuk kode otentikasi,login otentikasi tau nyari dimana otentikasi nya karna chat wa email kode otentikasi,"['login', 'otentikasi', 'tau', 'nyari', 'dimana', 'otentikasi', 'nya', 'karna', 'chat', 'wa', 'email', 'kode', 'otentikasi']",login otentikasi tau nyari mana otentikasi nya karna chat wa email kode otentikasi,negatif,,
Mantap,3,2024-11-26 15:38:48,mantap,mantap,mantap,['mantap'],mantap,positif,,
Saya mau masuk aplikasi sirekapAplena Sumuai,1,2024-11-26 15:30:53,saya mau masuk aplikasi sirekapaplena sumuai,saya ingin masuk aplikasi sirekapaplena sumuai,masuk aplikasi sirekapaplena sumuai,"['masuk', 'aplikasi', 'sirekapaplena', 'sumuai']",masuk aplikasi sirekapaplena sumuai,negatif,,
Tolong diperbaiki saya tidak bisa login semoga semua orang tidak curiga bahwasanya database di otakatik,5,2024-11-26 15:30:23,tolong diperbaiki saya tidak bisa login semoga semua orang tidak curiga bahwasanya database di otakatik,mohon diperbaiki saya tidak bisa login semoga semua orang tidak curiga bahwasanya database di otakatik,mohon diperbaiki login semoga orang curiga database otakatik,"['mohon', 'diperbaiki', 'login', 'semoga', 'orang', 'curiga', 'database', 'otakatik']",mohon baik login moga orang curiga database otakatik,negatif,,
Buruk,1,2024-11-26 14:08:00,buruk,buruk,buruk,['buruk'],buruk,negatif,,
Bismillah lancar,3,2024-11-26 12:39:56,bismillah lancar,bismillah lancar,bismillah lancar,"['bismillah', 'lancar']",bismillah lancar,positif,,
Lupa sandi sirekap gimana solusinya min😭😭😭😭,5,2024-11-26 12:28:52,lupa sandi sirekap gimana solusinya min,lupa sandi sirekap gimana solusinya min,lupa sandi sirekap gimana solusinya min,"['lupa', 'sandi', 'sirekap', 'gimana', 'solusinya', 'min']",lupa sandi sirekap gimana solusi min,negatif,,
mantap,5,2024-11-26 12:28:13,mantap,mantap,mantap,['mantap'],mantap,positif,,
"Mohon untuk di perbaiki lagi sitemnya, kadang ngeleg",3,2024-11-26 11:24:32,mohon untuk di perbaiki lagi sitemnya kadang ngeleg,mohon untuk di perbaiki lagi sitemnya kadang ngeleg,mohon perbaiki sitemnya kadang ngeleg,"['mohon', 'perbaiki', 'sitemnya', 'kadang', 'ngeleg']",mohon baik sitemnya kadang ngeleg,negatif,,
Yang lupa password bagaimana ya di apk tidak klik lupa password,3,2024-11-26 10:59:29,yang lupa password bagaimana ya di apk tidak klik lupa password,yang lupa password bagaimana iya di aplikasi tidak klik lupa password,lupa password iya aplikasi klik lupa password,"['lupa', 'password', 'iya', 'aplikasi', 'klik', 'lupa', 'password']",lupa password iya aplikasi klik lupa password,negatif,,
Saya rasa di mohon untuk evaluasi terkait sirekap.jangan mempersulit kita.sistem sama saja seperti pilper. Tidak ada pembenahan sama sekali. Terkendala di upload daftar hadir nyiksa. Antal antalan,1,2024-11-26 08:58:47,saya rasa di mohon untuk evaluasi terkait sirekapjangan mempersulit kitasistem sama saja seperti pilper tidak ada pembenahan sama sekali terkendala di upload daftar hadir nyiksa antal antalan,saya rasa di mohon untuk evaluasi terkait sirekapjangan mempersulit kitasistem sama saja seperti pilper tidak ada pembenahan sama sekali terkendala di upload daftar hadir nyiksa antal antalan,mohon evaluasi terkait sirekapjangan mempersulit kitasistem pilper pembenahan terkendala upload daftar hadir nyiksa antal antalan,"['mohon', 'evaluasi', 'terkait', 'sirekapjangan', 'mempersulit', 'kitasistem', 'pilper', 'pembenahan', 'terkendala', 'upload', 'daftar', 'hadir', 'nyiksa', 'antal', 'antalan']",mohon evaluasi kait sirekapjangan sulit kitasistem pilper benah kendala upload daftar hadir nyiksa antal antalan,negatif,,
Masuk sekali,3,2024-11-26 07:45:41,masuk sekali,masuk sekali,masuk,['masuk'],masuk,netral,,
"Selama Bimtek dan Produjinasional2 sih aman tapi gatau nanti pas scan setelah penghitungan suara bakal bisa apa enggak, semoga aja bisa dan lancar.",5,2024-11-26 07:30:04,selama bimtek dan produjinasional2 sih aman tapi gatau nanti pas scan setelah penghitungan suara bakal bisa apa enggak semoga aja bisa dan lancar,selama bimtek dan produjinasional2 sih aman tapi gatau nanti saat scan setelah penghitungan suara bakal bisa apa enggak semoga saja bisa dan lancar,bimtek produjinasional2 sih aman gatau scan penghitungan suara semoga lancar,"['bimtek', 'produjinasional2', 'sih', 'aman', 'gatau', 'scan', 'penghitungan', 'suara', 'semoga', 'lancar']",bimtek produjinasional2 sih aman gatau scan hitung suara moga lancar,positif,,
Siap,4,2024-11-26 06:55:24,siap,siap,,[],,netral,,
Versi baru lebih gampang membaca angka,5,2024-11-26 06:31:25,versi baru lebih gampang membaca angka,versi baru lebih gampang membaca angka,versi gampang membaca angka,"['versi', 'gampang', 'membaca', 'angka']",versi gampang baca angka,positif,,
🙏🏼,5,2024-11-26 04:12:20,,,,[],,netral,,
"Aplikasinya macet. Penyimpanan banyak, sinyal full kuota besar. Tetep mandeg di submit",1,2024-11-26 03:36:41,aplikasinya macet penyimpanan banyak sinyal full kuota besar tetep mandeg di submit,aplikasinya macet penyimpanan banyak sinyal full kuota besar tetep mandeg di submit,aplikasinya macet penyimpanan sinyal full kuota tetep mandeg submit,"['aplikasinya', 'macet', 'penyimpanan', 'sinyal', 'full', 'kuota', 'tetep', 'mandeg', 'submit']",aplikasi macet simpan sinyal full kuota tetep mandeg submit,negatif,,
Sedang dugunakan,5,2024-11-26 03:36:16,sedang dugunakan,sedang dugunakan,dugunakan,['dugunakan'],dugunakan,netral,,
Apk badut tidak bisa di andalkan mending di tiadakan saja,1,2024-11-25 16:13:25,apk badut tidak bisa di andalkan mending di tiadakan saja,aplikasi badut tidak bisa di andalkan mending di tiadakan saja,aplikasi badut andalkan mending tiadakan,"['aplikasi', 'badut', 'andalkan', 'mending', 'tiadakan']",aplikasi badut andal mending tiada,negatif,,
Aplikasi ngeleg buka camera ngelag masa kalah ama hp samsung j2prime,1,2024-11-25 14:03:38,aplikasi ngeleg buka camera ngelag masa kalah ama hp samsung j2prime,aplikasi ngeleg buka camera ngelag masa kalah ama hp samsung j2prime,aplikasi ngeleg buka camera ngelag kalah ama hp samsung j2prime,"['aplikasi', 'ngeleg', 'buka', 'camera', 'ngelag', 'kalah', 'ama', 'hp', 'samsung', 'j2prime']",aplikasi ngeleg buka camera ngelag kalah ama hp samsung j2prime,negatif,,
Sangat membantu suatu pekerjaan,5,2024-11-25 13:13:01,sangat membantu suatu pekerjaan,sangat membantu suatu pekerjaan,membantu pekerjaan,"['membantu', 'pekerjaan']",bantu kerja,positif,,
bikin susah,3,2024-11-25 11:08:33,bikin susah,bikin susah,bikin susah,"['bikin', 'susah']",bikin susah,negatif,,
Transport kenapa bisa gitu sih pelantikan sama bimtek,1,2024-11-25 10:56:52,transport kenapa bisa gitu sih pelantikan sama bimtek,transport kenapa bisa gitu sih pelantikan sama bimtek,transport gitu sih pelantikan bimtek,"['transport', 'gitu', 'sih', 'pelantikan', 'bimtek']",transport gitu sih lantik bimtek,netral,,
"Kesel dikit, ruang penyimpanan masih 9GB tp masih aj gagal kunci dokumen daftar hadir segala macam. Tapi harapanku semoga hari H nya dilancarkan.",3,2024-11-25 10:06:04,kesel dikit ruang penyimpanan masih 9gb tp masih aj gagal kunci dokumen daftar hadir segala macam tapi harapanku semoga hari h nya dilancarkan,kesel dikit ruang penyimpanan masih 9gb tp masih aj gagal kunci dokumen daftar hadir segala macam tapi harapanku semoga hari h nya dilancarkan,kesel dikit ruang penyimpanan 9gb tp aj gagal kunci dokumen daftar hadir harapanku semoga h nya dilancarkan,"['kesel', 'dikit', 'ruang', 'penyimpanan', '9gb', 'tp', 'aj', 'gagal', 'kunci', 'dokumen', 'daftar', 'hadir', 'harapanku', 'semoga', 'h', 'nya', 'dilancarkan']",kesel dikit ruang simpan 9gb tp aj gagal kunci dokumen daftar hadir harap moga h nya lancar,negatif,,
Klo udah di kunci ga bisa di Edit tiap bimtek harus hapus data APK KAYA GINI DI PAKE SAMA NEGARA_ BUKAN NYA DI PERMUDAH DI PERSULIT,1,2024-11-25 10:02:04,klo udah di kunci ga bisa di edit tiap bimtek harus hapus data apk kaya gini di pake sama negara bukan nya di permudah di persulit,klo sudah di kunci tidak bisa di edit tiap bimtek harus hapus data aplikasi kaya begini di pakai sama negara bukan nya di permudah di persulit,klo kunci edit bimtek hapus data aplikasi kaya pakai negara nya permudah persulit,"['klo', 'kunci', 'edit', 'bimtek', 'hapus', 'data', 'aplikasi', 'kaya', 'pakai', 'negara', 'nya', 'permudah', 'persulit']",klo kunci edit bimtek hapus data aplikasi kaya pakai negara nya mudah sulit,negatif,,
Bagus,5,2024-11-25 08:20:20,bagus,bagus,bagus,['bagus'],bagus,positif,,
Membantu kita saat pemilu,5,2024-11-25 07:57:09,membantu kita saat pemilu,membantu kita saat pemilu,membantu pemilu,"['membantu', 'pemilu']",bantu milu,positif,,
Bagus,5,2024-11-25 07:50:22,bagus,bagus,bagus,['bagus'],bagus,positif,,
Bagus sekali,5,2024-11-25 06:36:51,bagus sekali,bagus sekali,bagus,['bagus'],bagus,positif,,
"Aplikasi ngak ngotak, masuk aja susah👎",1,2024-11-25 05:15:08,aplikasi ngak ngotak masuk aja susah,aplikasi tidak ngotak masuk saja susah,aplikasi ngotak masuk susah,"['aplikasi', 'ngotak', 'masuk', 'susah']",aplikasi ngotak masuk susah,negatif,,
Ok,5,2024-11-25 00:45:04,ok,ok,ok,['ok'],ok,positif,,
TOLONG LAH . SEKELAS PEMERINTAH MEMBUAT APLIKASI JANGAN ABAL ABAL. SERVER SERING DOWN. ANGGARAN KALIAN CUKUP BESAR.,1,2024-11-25 00:27:38,tolong lah sekelas pemerintah membuat aplikasi jangan abal abal server sering down anggaran kalian cukup besar,mohon lah sekelas pemerintah membuat aplikasi jangan abal abal server sering down anggaran kalian cukup besar,mohon sekelas pemerintah aplikasi abal abal server down anggaran,"['mohon', 'sekelas', 'pemerintah', 'aplikasi', 'abal', 'abal', 'server', 'down', 'anggaran']",mohon kelas perintah aplikasi abal abal server down anggar,negatif,,
Kren,5,2024-11-24 23:25:07,kren,kren,kren,['kren'],kren,positif,,
Jeleeeek Banget aplikasi nya,1,2024-11-24 23:06:20,jeleeeek banget aplikasi nya,buruk banget aplikasi nya,buruk banget aplikasi nya,"['buruk', 'banget', 'aplikasi', 'nya']",buruk banget aplikasi nya,negatif,,
Good,5,2024-11-24 18:32:19,good,baik,,[],,positif,,
👍👍👍👍👍👍👍,1,2024-11-24 17:08:11,,,,[],,netral,,
Punya saya alhamdulillah aman2 saja,4,2024-11-24 17:01:29,punya saya alhamdulillah aman2 saja,punya saya alhamdulillah aman2 saja,alhamdulillah aman2,"['alhamdulillah', 'aman2']",alhamdulillah aman2,positif,,
"Aplikasi kocak, tadinya bisa login eh jadi gabisa lagi wkwkwk anggaran besar aplikasi parah",1,2024-11-24 14:57:50,aplikasi kocak tadinya bisa login eh jadi gabisa lagi wkwkwk anggaran besar aplikasi parah,aplikasi kocak tadinya bisa login eh jadi gabisa lagi wkwkwk anggaran besar aplikasi parah,aplikasi kocak login eh gabisa wkwkwk anggaran aplikasi parah,"['aplikasi', 'kocak', 'login', 'eh', 'gabisa', 'wkwkwk', 'anggaran', 'aplikasi', 'parah']",aplikasi kocak login eh gabisa wkwkwk anggar aplikasi parah,negatif,,
