content,score,at,sentimen,,
"Aplikasinya sangat rumit, terkadang bisa error, susah login dan sebagainya.",1,2024-11-21 06:49:16,negatif,,
Sangat membantu,5,2024-11-21 06:42:46,positif,,
Aplikasinya tidak berfungsi dengan baik,1,2024-11-21 06:38:53,negatif,,
"Aplikasi gak bisa login di suruh pakek.. App kalau belum siap mbokya gak usah pakai aplikasi.. Bikin susah yg kerja aja.. Di suruh uninstall trus hapus data download lagi ttep sama.. Gak bisa login pas pemilihan bimteknya.. Di submit ga jalan.. Pakek hp istri juga sama,..",1,2024-11-21 06:28:34,negatif,,
Sirekap saya .lupa pasword nya jadi gg bisa buka ..mohon arahan nya,1,2024-11-21 06:23:06,netral,,
MINIMAL KLO BIKIN APLIKASI YG JELAS!!!! INI BUKA KAMERA AJA LAG PARAH. KLO GK BISA BIKIN APLIKASI MINMAL HIRE ORANG LAEN. KPU GK BECUS.,1,2024-11-21 06:20:26,negatif,,
Baik,5,2024-11-21 06:12:55,positif,,
Kenapa tidak bisa membuka aplikasi ada tulisan gagal mendapat sertifikat digital pada hal sdh di install ulang,1,2024-11-21 06:10:42,negatif,,
"Semoga, dengan mengirim email masalah lupa sandi bisa teratasi, , 🙏🙏",5,2024-11-21 06:04:59,netral,,
Versi terbaru makin buruk masuk nya aja di persulit makin di update makin ga jelas,1,2024-11-21 06:04:46,negatif,,
Apk gg suport all android!!! Server bosok!!,1,2024-11-21 05:57:19,negatif,,
Ok,5,2024-11-21 05:42:09,positif,,
"Uang milyaran cuma bisa bikin aplikasi kayak gini? Sampah, eror terus gak ada habis2nya. Gimana nnt hari H. Apa gak ada evaluasinya ya ini tim ITnya??? Orang bikin apps biar kerja masih cepat ini malah nyusahin dan nyebelin, petinggi gak beres dan IT nya pun gak beres, cocoknya tim IT nya orang yg profesional dan harus ganti ini orang2 yg sekarang ngerjain projek ini. Pemalas kalian, udah mau dekat2 pemilu baru asik kalian update2, selama ini kemana aja, memang asu.",1,2024-11-21 05:40:13,negatif,,
APA INI COK BISA USER SAMA PASWORD G MASUK??,1,2024-11-21 05:39:10,negatif,,
Apknya bikin pusing ....,2,2024-11-21 05:36:03,negatif,,
Bagus,5,2024-11-21 05:22:21,positif,,
Aplikasi kok gini amat y .. bikin pusing aja...Mudah2han lancar dan gk macet2 waktu hari h.,2,2024-11-21 05:22:07,negatif,,
Pusing ga jelas,1,2024-11-21 05:20:08,negatif,,
"Apk terburik yg pernah saya download, mau masuk aja terjadi kesalahan. Ini mau bimtek 5 bagaimana kalo ga bisa"" masa harus punya HP 10 kalo salah satu ga bisa buka, ini saya udah instal dan uninstal terus buat masuk ke apk ini. Coba ini solusinya gmn SIREKAP, gunta ganti aja sekalian di perbarui biar ga install ulang terus",1,2024-11-21 05:18:38,negatif,,
Semoga Bisa Digunakan Sampai Hari H Sebagaimana Mestinya 😄😄😄😄😄,5,2024-11-21 05:05:00,netral,,
Semoga aplikasi sirekap pada pilkada kali ini aplikasinya tidak ada kendala lgi,3,2024-11-21 04:53:51,negatif,,
Kurang bagus,1,2024-11-21 04:53:40,negatif,,
"yaAllah yaAllah yaAllah, tolooongg bgtttt tolongg jangan upate update terossss, klo mudah mah gapapaa, laa ini makin makin makin makin suliiitttt astagfirulloh",1,2024-11-21 04:49:22,negatif,,
"PUSING.... KARENAAAAAAAA APK. SIREKAP, PALA PUSING KARENA SIREKAP",2,2024-11-21 04:46:57,negatif,,
"Di versi 2.71 lancar, dapet wa dari pps disuruh uninstall yg itu dan install yg ini, mampet di halaman masuk. Error failed to connect to api after 60000ms. Sepertinya butuh perbaikan di bagian infrastruktur pendukung. Mudah-mudahan BUG nya segera teratasi.",2,2024-11-21 04:35:20,negatif,,
"Abis Di update malah terjadu kesalahan, gagal mendapatkan kunci digital. Gimana ini, apk bukannya memudahkan malah bikin bingung.. Ini apk siap pakai apa tidak..??",1,2024-11-21 04:35:10,negatif,,
maaf punya saya belum bisa masuk.. gagal mendapatkan kunci digital.. tolong segera perbaiki.. makasih,2,2024-11-21 04:33:56,negatif,,
Knp gak di persiapkan jauh² hari udah pas mendekati bentar² update versi mending langsung on .ganti lg² ah pusing,1,2024-11-21 04:21:28,negatif,,
Kenapa aplikasinya tidak bisa masuk,1,2024-11-21 04:19:54,negatif,,
Aplikasine andalan yg selalu dipake pd saat pemilu 👍,1,2024-11-21 04:15:17,netral,,
sumpah ni aplikasi susah banget login nya🔥 ini mempermudah atau mempersulit sihh😭😭😭,1,2024-11-21 03:52:22,negatif,,
"Ini aplikasi Bikin susah, sudah di update tapi tidak mau di instal, login pakai yg lama juga tidak mau, tolong lah kami2 dari ujung peloksok negeri ini signal,listrik dan jalan susah !,jgn di bikin susah lgi, menurut saya ini rancangan aplikasi sangat buruk, repot",1,2024-11-21 03:51:34,negatif,,
"Ujung tombak berada di kpps sirekap tapi,kenapa untuk log in saja gak bisa . Sangat Buruk.",1,2024-11-21 03:50:49,negatif,,
Mantap,5,2024-11-21 03:48:25,positif,,
gw kasih bintang lima buat si rekap..... tolong di tingkatkan admin jaringan aplikasinya,5,2024-11-21 03:46:00,netral,,
"Dari versi 2.71 ke versi 2.73 malah gagal login, harus gimana ya solusi nya. Sudah dihapus lalu download lagi tapi tetap aja sama tidak bisa login.",1,2024-11-21 03:37:28,negatif,,
Sangat bagus dan memuaskan 👍,5,2024-11-21 03:33:30,positif,,
Mantap,5,2024-11-21 03:32:37,positif,,
"KALO NGGAK BECUS BIKIN APLIKASI, MENDING NGGAK USAH PAKSAIN PAKE APLIKASI, BIKIN RIBET AJA",1,2024-11-21 03:27:02,negatif,,
Udah bolak balik uninstall install hapus data clear cache masih juga mentok di inisialisasi gagal masuk. Whyy???? Pdhl hr ini uji coba. Ya ampun ini tolong masih perlu diperbaiki nih aplikasi,1,2024-11-21 03:11:07,negatif,,
Kalo tidak canggih tidak usah membuat aplikasi yang membuat susah kpps yang kerja luar biasa untuk mencari kan jabatan untuk pejabat,1,2024-11-21 03:09:49,negatif,,
Pas login kok malah gagal mendapatkan kunci digital pas berhasil proses inisialisasi kok malah disuruh install chrome padahal chrome udah ada,1,2024-11-21 03:09:26,negatif,,
Capek banget hapus dan download ulang apk ini🥵,1,2024-11-21 03:09:12,negatif,,
Top teknologi nya,5,2024-11-21 03:06:08,positif,,
Aplikasi pemerintah gini amat,1,2024-11-21 03:04:05,negatif,,
Mau update ke versi 2.73 GE susah banget,2,2024-11-21 03:01:44,negatif,,
"Maaf sebelumnya tapi aplikasi belum bisa digunakan secara optimal mau log in saja sulit dan rata rata kendala nya itu semua, mungkin bisa di perbaiki dulu, jika memang sedang maintenance info saja maintenance jadi kita tidak terlalu khawatir Yang sangat kita khawatirkan kalau nanti saat hari pemilu aplikasi tidak dapat digunakan secara serentak tapi diwajibkan menguploud data Mohon untuk pihak KPU segera mengatasi banyaknya kendala kendala yang saat ini terjadi Terima kasihh",3,2024-11-21 03:00:04,negatif,,
"Sudah apal sama aplikasi plat merah, pasti nek ga erorr ya ngelag",1,2024-11-21 02:59:21,negatif,,
Good,5,2024-11-21 02:57:02,positif,,
Semoga bisa ke versi 2.73,5,2024-11-21 02:56:05,netral,,
"Aplikasi keong. Harus Ditingkatkan lagi. Jangan buang"" anggaran",2,2024-11-21 02:52:32,negatif,,
Lupa pasword sirekap,2,2024-11-21 02:52:14,negatif,,
kagal bisa log in,1,2024-11-21 02:51:17,negatif,,
"Terlalu ribet, dan aplikasi masih kurang sempurna untuk di gunakan d seluruh Indonesia",1,2024-11-21 02:48:55,negatif,,
gagal login terus,1,2024-11-21 02:41:58,negatif,,
Belum di pake aja udah eror apa lg pas di pake,1,2024-11-21 02:37:02,negatif,,
Apk yg versi 2.73 ini kenapa malah susah sering macet pas mau masuk ke profil... Terjadi kesalahan saat inisiali aplikasi gagal mendapatkan kunci digital: java. Lang. Exception : anda saat ini sedang melakukan inisialisasi. Harap tunggu sejenak dan coba lagi..........gitu gitu mulu padahal yang versi 2.71 mah lancar lancar saja ini kenapa yng baru malah susah kendalanya cuman gk bisa masuk ke profil yg pengguna apk sirekap terbaru ini apakah sama punya kendala seperti ini..?????,1,2024-11-21 02:34:06,negatif,,
Gak bisa di install 2.73,1,2024-11-21 02:31:11,negatif,,
"Tuluy we tuluy lah saacan Sirah coplok mah, Mun sakirana teu bisa ngembangkeun apk na mending keneh neangan pagawe lain jangar lah Kana Sirah aing na, ti pemilu kamari knh ku apk sirekap ieu",1,2024-11-21 02:15:42,negatif,,
"Dari dulu penyakitnya sama nih apk, buat orang darting",2,2024-11-21 02:08:24,negatif,,
"Gk ush di bikin runyam deh aplikasi gk jelas bukan nya mempermudah mempersulit iya, di benerin tu aplikasi gk jls ni",1,2024-11-21 02:07:22,negatif,,
Semoga berjalan lancar dan sukses,5,2024-11-21 02:05:03,positif,,
ok. semangat lagi min,5,2024-11-21 02:04:09,positif,,
"Apa ini apk tidak bisa dipakai untuk yang versi 2.73 stuck di tempat login doang? Ini gimana yang buat,padahal penting untuk pemilihan tpi apk tidak di perbaiki ada yang banyak kesalahan",1,2024-11-21 01:56:53,negatif,,
kamera delay banget astagaa.penyimpanan masih banyak padahal..hadeeuuh,1,2024-11-21 01:51:21,negatif,,
"Proses inisialisasi gagal teruuuss.. uninstall, instal lagi berulang"".buang"" kuota",1,2024-11-21 01:49:00,negatif,,
Ampass,1,2024-11-21 01:46:12,negatif,,
Susah di update,1,2024-11-21 01:43:09,negatif,,
Sangat puas,5,2024-11-21 01:34:22,positif,,
APK KGAK JELAS NYUSAHIN NJG,1,2024-11-21 01:30:46,negatif,,
Full update,3,2024-11-21 01:29:34,netral,,
Mantapb,4,2024-11-21 01:28:25,positif,,
Aplikasinya gak bisa di login,2,2024-11-21 01:26:40,negatif,,
Indonesia se level apk aja gini amat.. gimana mau punya mimpi bikin yang lain semisal manufaktur litograf microchip.. gkgk,2,2024-11-21 01:23:42,negatif,,
Release apk perlu pembaruan ke versi lebih tinggi tetapi malah banyak bug,1,2024-11-21 01:21:24,negatif,,
Sangat membatu,4,2024-11-21 01:15:31,positif,,
Untuk KPU kalau bisa jangan bikin apk yg merepotkan katanya mau memudahkan eh malah tambah repot,1,2024-11-21 01:05:41,negatif,,
"Cacat, Update bukannya tambah bagus malah tambah parah",1,2024-11-21 01:04:02,negatif,,
Blum maksimal,3,2024-11-21 00:59:24,negatif,,
Update apa harus instal ulang? Hadeh,1,2024-11-21 00:57:53,negatif,,
kenapa ya invalid username or paswor terus padahal paswor dan username sudah benar mohon diperhatikan kendala yang di alami para pengguna sirekap terima kasih,3,2024-11-21 00:53:15,negatif,,
Apk buruk sekali mau d update malah GK bisa,1,2024-11-21 00:43:08,negatif,,
App CCD gangguan Mulu.,1,2024-11-21 00:28:44,negatif,,
"Saya punya tda bisa update ke versi 2.73 Gimana ni,, mohon sarannya🙏",2,2024-11-21 00:22:28,negatif,,
Mau up date ke versi 2.73 aja payah kali Seberat ini kah cobaan nya,1,2024-11-21 00:19:12,negatif,,
"Makin sampah aja ni aplikasi, padahal udah ngabisin angaran sangat buanyaaak...",1,2024-11-21 00:17:45,negatif,,
Ini aplikasinya bener2 buat pusing padahal sudah lakuin berbagai cara hapus penyimpanan hapus data uninstal aplikasi terus download lagi padahal penyimpanan masih tersisa banyak tetep aja gak bisa sampai ngerelain dokumen2 penting dihapus juga tetep gak bisa terus harus gimana saya,1,2024-11-21 00:12:11,negatif,,
Untuk sirekap coba dong ada fitur lupa pasword supaya memudahkan kita ketika lupa pasword.,1,2024-11-21 00:09:41,positif,,
"Maklum lah, aplikasi proyekan",1,2024-11-21 00:01:31,negatif,,
v 2.73 ga bisa diinstal dihp samsung A03s saya,1,2024-11-20 23:48:33,negatif,,
"aplikasi.a lebih buruk dari yang lalu"" 🙈🙈 susah login dan selalu error kalau mau login 🙈🙈🙈🙈",1,2024-11-20 23:47:38,negatif,,
"Mudah2 dilancarkan pekerjaannya, Aamiin",5,2024-11-20 23:44:14,netral,,
Mempermudah rekapitulasi,5,2024-11-20 23:34:27,positif,,
"Kalo belum siap digitalisasi jangan dipaksakan, bikin susah aja",1,2024-11-20 23:25:10,negatif,,
"Apk gembel di suruh update,tapi gak bisa di instal👎👎👎",1,2024-11-20 23:18:15,negatif,,
Membantu untuk menghitung surat suara lewat aplikasi ini dan juga memudahkan petugas untuk bekerja.tapi kendalanya kenapa sirekap tidak bisa mengupdate ke versi 2.73,5,2024-11-20 23:17:45,negatif,,
versi 2.71 saya telat dapat notif aktivasi. sekarang sudah aman bisa login dib2.71 malah di suruh ganti ke 2.73 alhasil dari semalam sampai bangun pagi tidak bisa masuk hadeuwhhhhhhhh. belum hari H sudah di bikin puyeng,1,2024-11-20 23:07:28,negatif,,
"Sekelas KPU bikin aplikasi aja g becus, anggaran jorjoran kualitas ajur ajuran,",1,2024-11-20 23:04:45,negatif,,
Good,5,2024-11-20 23:02:26,positif,,
"Gagal update terus, kenapa yah?",5,2024-11-20 22:49:30,negatif,,
Keren ..semoga pada hari H tidak menemui kendala semoga berjalan dengan lancar,5,2024-11-20 22:47:16,positif,,
"Aplikasi yang ""Dipaksakan"" untuk perhitungan pilkada serentak ataupun pemilu. Padahal masih jauh dari kata bagus.",3,2024-11-20 22:23:00,positif,,
Alangkah susahnya dowlod aplikasi ini... Kudu ulang ulang downlod karna macet..,1,2024-11-20 22:04:11,negatif,,
error ga bisa aktivasi,1,2024-11-20 21:56:53,negatif,,
Bagus,4,2024-11-20 21:27:13,positif,,
Kurang bagus,2,2024-11-20 20:40:34,negatif,,
Tidak bisa update dari versi 2.71 ke Versi 2.73,1,2024-11-20 20:26:59,negatif,,
Kenapa saya tidak bisa login,2,2024-11-20 20:02:58,negatif,,
Mantap,5,2024-11-20 18:58:56,positif,,
Setelah diupdate ke 2.73 ada yang sukses ada yang malah terjadi kesalahan saat melakukan inisialisasi Dengan peringatan gagal mendapatkan kunci digital,1,2024-11-20 18:55:38,negatif,,
"Tolong diperbaiki, saya tidak bisa login karena kesalahan saat melakukan inisialisasi aplikasi , kenapa itu? Tiba-tiba saja..",1,2024-11-20 17:53:20,negatif,,
bikin pusinh,1,2024-11-20 17:49:55,negatif,,
"APLIKASI BUSUK,,,!!!!!! Kalau belum bisa bikin aplikasi yang bagus, tidak usah pakai aplikasi untuk event sebesar PEMILU dan PILKADA, Aplikasi masih banyak bug kek gini kok mau Rekap data PEMILU dan PILKADA,, 👎🏻👎🏻👎🏻👎🏻👎🏻",1,2024-11-20 17:48:46,negatif,,
❤,5,2024-11-20 17:41:32,positif,,
Aneh,1,2024-11-20 17:40:15,negatif,,
Kenapa gagal mendapatkan kunci digital.,1,2024-11-20 17:33:07,negatif,,
KPU OK,5,2024-11-20 17:30:42,positif,,
Sudah terinstal tpi knp kok madi v 271 mohon petunjuknya susah sekali updatnya,1,2024-11-20 17:27:15,negatif,,
Parah bgt gabisa di update,2,2024-11-20 17:20:39,negatif,,
Ganti versi dari 2.71 jadi 2.73 lumayan uga ya,5,2024-11-20 17:18:42,positif,,
tidak dapat digunakan,1,2024-11-20 17:11:31,negatif,,
Server gagal masuk mulu,2,2024-11-20 17:05:54,negatif,,
= makin di perbarui malah makin kacau nih aplikasi parah..,1,2024-11-20 16:59:18,negatif,,
Mantap,5,2024-11-20 16:54:11,positif,,
Klo msih bnyak bug jgn di launcing aplikasinya gua yg kpps sakit kepala,1,2024-11-20 16:52:55,negatif,,
Oke,5,2024-11-20 16:51:08,positif,,
Semoga aplikasi nya tidak bermasalah dan terjadi Server Maintenance,5,2024-11-20 16:46:23,negatif,,
Tadi aman dh bisa login dan praktek sirekap pada rapat bimtek 1 tiba2 pas mau d pake lagi nga bisa login Berusaha Ampe stres tingkat dewa,3,2024-11-20 16:43:02,positif,,
Gonta ganti terus ribet pak,1,2024-11-20 16:34:08,negatif,,
Aplikasi BOSOK,1,2024-11-20 16:33:32,negatif,,
Apk ini ko tdk bisa masuk kenapa ka tdk bisa,3,2024-11-20 16:25:15,negatif,,
Mantap,5,2024-11-20 16:18:45,positif,,
"Dari versi 2.71 ngga bisa update ke 2.73, udah coba clear data malah log out dan ngga bisa login😢",1,2024-11-20 16:10:23,negatif,,
Aplikasi busuk,1,2024-11-20 16:08:55,positif,,
Cara atasi terjadi kesalahan saat melakukan inisialisasi aplikasi gi mana atau gagal mendapakan kunci digital solusinya gi mana ..?,2,2024-11-20 16:03:59,negatif,,
"Aplikasi pemerintah qo gini banget,",1,2024-11-20 16:01:10,negatif,,
begini amat aplikasi nya mau masuk aja kaga bisa,1,2024-11-20 15:50:11,negatif,,
𝗞𝗮𝗸 𝗸𝗲𝗻𝗮𝗽𝗮 𝗴𝗮𝗸 𝗯𝗶𝘀𝗮 𝗬𝗮 𝘂𝗻𝘁𝘂𝗞 𝗯𝗶𝗺𝘁𝗲𝗸𝟱 𝗻𝘆𝗮,2,2024-11-20 15:43:04,negatif,,
Aplikasi mantap,5,2024-11-20 15:39:31,positif,,
"Parah smpek emosi gw masuk gagal terus, ciri² aplikasi ribet kayak pilpres kemarin ini, .....😤",1,2024-11-20 15:36:35,negatif,,
Alhamdulillah sdh bisa langsung login.. Semoga hari H nanti tidak gangguan... 👍👍,5,2024-11-20 15:32:35,positif,,
🔥,5,2024-11-20 15:30:03,netral,,
Saya lupa password apakah bisa di bantu?,4,2024-11-20 15:24:16,netral,,
"Alhamdulillah lancar untuk bimtek dan upload berkas sirekap. semoga aman lancar jaya aplikasinya sampai pilkada selesai, Aamiin",5,2024-11-20 15:15:40,positif,,
Ok,4,2024-11-20 15:11:44,positif,,
selalu gagal mendapatkan sertifikat,1,2024-11-20 14:55:30,negatif,,
Setiap ada uji beban atau rekapitulasi sebaiknya profil yang dimunculkan cuma 1 saja,3,2024-11-20 14:50:05,negatif,,
Aman,5,2024-11-20 14:49:18,positif,,
Aplikasi kudet,1,2024-11-20 14:40:59,negatif,,
Tidak ramah bintang satu,1,2024-11-20 14:40:28,negatif,,
Bagus,5,2024-11-20 14:40:22,positif,,
Aplikasi yg amat sangat buruk.,1,2024-11-20 14:35:35,negatif,,
Kyknyaaaaaa Masih lancar app judi dehhh 😂😂 kenapa app negara sejelek ini aduhhhh gimana si,1,2024-11-20 14:34:50,positif,,
install ✅ login ✅ ganti password ✅ logout ✅ login kembali ❌ 🤣🤣🤣 luar biasa,1,2024-11-20 14:33:39,positif,,
Lalod,1,2024-11-20 14:31:05,negatif,,
Pembaruan yg meribetkan,1,2024-11-20 14:29:25,negatif,,
Kok belum bisa update,1,2024-11-20 14:26:21,negatif,,
Plis gak boleh ngadat smp hari H,5,2024-11-20 14:24:01,negatif,,
Susah Up date,1,2024-11-20 14:23:56,negatif,,
tidak bisa diinstal versi 2.73,2,2024-11-20 14:19:33,negatif,,
Mayan,5,2024-11-20 14:16:17,netral,,
Kok gc bisa loging di HP vivo sih💀,1,2024-11-20 14:13:09,negatif,,
Cakep,5,2024-11-20 14:11:18,positif,,
Bagus,5,2024-11-20 14:10:37,positif,,
Error terus waktu ganti profil,1,2024-11-20 14:02:32,negatif,,
Kpps kedua sy,5,2024-11-20 14:00:19,netral,,
Gajelas apk banyak trouble nya aneh,1,2024-11-20 13:58:27,negatif,,
Negara bikin ginian aja trobel terus dari tahun ke tahun. Jangan sungkan2 pakai developer luar yg sudah berpengalaman,1,2024-11-20 13:54:51,negatif,,
"Apk baru login aja nyusahin, kalo emang niat bikin yang bagus sekalian, jangan setengah², mendingan gausah kalo gitu, semoga pilkakda taun ini aman² aja ga kya pilpres kemarin, udah niat bimtek terus pas hari pemilihan apknya malah ngga bisa dipake",1,2024-11-20 13:48:41,negatif,,
aplikasi abal2 tpi biaya milyaran,1,2024-11-20 13:47:39,negatif,,
"Tanggal 20 november, aplikasi tidak dapat diupdate. Tanggal 7 November 2024 ""Aplikasi versi ini sudah tidak dapat digunakan""",1,2024-11-20 13:46:12,negatif,,
Mantapppp,5,2024-11-20 13:43:09,netral,,
Semoga bisa di andalkan sampe hari H agar tidak membebani relawan,5,2024-11-20 13:41:55,negatif,,
"Gerakan kamera mohon ditingkatkan, terasa sangat berat dan patah patah",1,2024-11-20 13:39:08,netral,,
Bagus aman,5,2024-11-20 13:37:25,positif,,
"271 lancar, update 273. Malah nggak bisa login , keterangan. Salah username dan password.. pie kieeee",1,2024-11-20 13:36:58,negatif,,
Mantap,5,2024-11-20 13:32:00,positif,,
"Saya tidak bisa memilih bimtek, hanya bisa memilih rekapitulasi. Jika saya pilih bimtek saya tidak bisa login ke dalam aplikasi. Hal tersebut sangat menghabat pekerjaan, serta pemahaman dan pemgalaman saya dalam menggunakan fitur2 yg ada di aplikasi.",2,2024-11-20 13:27:25,negatif,,
Belum ada kendala saat bimtek,5,2024-11-20 13:24:37,negatif,,
Susah login,1,2024-11-20 13:24:30,negatif,,
Kenapa sudah di download tidak bisa di buka,1,2024-11-20 13:24:06,negatif,,
"Sangat baik,tepat sasaran",5,2024-11-20 13:21:22,positif,,
Penting sekali,5,2024-11-20 13:20:47,netral,,
Bosok,1,2024-11-20 13:19:34,negatif,,
"Ini kenapa saya tidak bisa login, padahal di versi sebelumnya lancar tidak ada kendala sekarang ngestuck di login aja",4,2024-11-20 13:17:51,negatif,,
Aplikasi tak layak,1,2024-11-20 13:17:49,negatif,,
Aplikasi belum mateng tapi dipaksain ya jadinya gini,3,2024-11-20 13:17:32,negatif,,
Bagus dan sangat bermanfaat,5,2024-11-20 13:16:58,positif,,
Aplikasi ini lebih banyak masalahnya dari pada waktu pilpres..,1,2024-11-20 13:13:46,negatif,,
Bagus,5,2024-11-20 13:06:06,positif,,
