content,score,label
kamera delay banget astagaa.penyimpanan masih banyak padahal..hadeeuuh,1,Negatif
"Proses inisialisasi gagal teruuuss.. uninstall, instal lagi berulang"".buang"" kuota",1,Negatif
Ampass,1,Negatif
Susah di update,1,Negatif
Sangat puas,5,Positif
APK KGAK JELAS NYUSAHIN NJG,1,Negatif
Full update,3,Netral
Mantapb,4,Positif
Aplikasinya gak bisa di login,2,Negatif
Indonesia se level apk aja gini amat.. gimana mau punya mimpi bikin yang lain semisal manufaktur litograf microchip.. gkgk,2,Negatif
Release apk perlu pembaruan ke versi lebih tinggi tetapi malah banyak bug,1,Negatif
Sangat membatu,4,Positif
Untuk KPU kalau bisa jangan bikin apk yg merepotkan katanya mau memudahkan eh malah tambah repot,1,Negatif
"Cacat, Update bukannya tambah bagus malah tambah parah",1,Negatif
Blum maksimal,3,Negatif
Update apa harus instal ulang? Hadeh,1,Negatif
kenapa ya invalid username or paswor terus padahal paswor dan username sudah benar mohon diperhatikan kendala yang di alami para pengguna sirekap terima kasih,3,Netral
Apk buruk sekali mau d update malah GK bisa,1,Negatif
App CCD gangguan Mulu.,1,Negatif
"Saya punya tda bisa update ke versi 2.73 Gimana ni,, mohon sarannya🙏",2,Negatif
Mau up date ke versi 2.73 aja payah kali Seberat ini kah cobaan nya,1,Negatif
"Makin sampah aja ni aplikasi, padahal udah ngabisin angaran sangat buanyaaak...",1,Negatif
Ini aplikasinya bener2 buat pusing padahal sudah lakuin berbagai cara hapus penyimpanan hapus data uninstal aplikasi terus download lagi padahal penyimpanan masih tersisa banyak tetep aja gak bisa sampai ngerelain dokumen2 penting dihapus juga tetep gak bisa terus harus gimana saya,1,Negatif
Untuk sirekap coba dong ada fitur lupa pasword supaya memudahkan kita ketika lupa pasword.,1,Negatif
"Maklum lah, aplikasi proyekan",1,Negatif
v 2.73 ga bisa diinstal dihp samsung A03s saya,1,Negatif
"aplikasi.a lebih buruk dari yang lalu"" 🙈🙈 susah login dan selalu error kalau mau login 🙈🙈🙈🙈",1,Negatif
"Mudah2 dilancarkan pekerjaannya, Aamiin",5,Netral
Mempermudah rekapitulasi,5,Positif
"Kalo belum siap digitalisasi jangan dipaksakan, bikin susah aja",1,Negatif
"Apk gembel di suruh update,tapi gak bisa di instal👎👎👎",1,Negatif
Membantu untuk menghitung surat suara lewat aplikasi ini dan juga memudahkan petugas untuk bekerja.tapi kendalanya kenapa sirekap tidak bisa mengupdate ke versi 2.73,5,Netral
versi 2.71 saya telat dapat notif aktivasi. sekarang sudah aman bisa login dib2.71 malah di suruh ganti ke 2.73 alhasil dari semalam sampai bangun pagi tidak bisa masuk hadeuwhhhhhhhh. belum hari H sudah di bikin puyeng,1,Negatif
"Sekelas KPU bikin aplikasi aja g becus, anggaran jorjoran kualitas ajur ajuran,",1,Negatif
Good,5,Positif
"Gagal update terus, kenapa yah?",5,Netral
Keren ..semoga pada hari H tidak menemui kendala semoga berjalan dengan lancar,5,Positif
"Aplikasi yang ""Dipaksakan"" untuk perhitungan pilkada serentak ataupun pemilu. Padahal masih jauh dari kata bagus.",3,Netral
Alangkah susahnya dowlod aplikasi ini... Kudu ulang ulang downlod karna macet..,1,Negatif
error ga bisa aktivasi,1,Negatif
Bagus,4,Positif
Kurang bagus,2,Negatif
Tidak bisa update dari versi 2.71 ke Versi 2.73,1,Negatif
Kenapa saya tidak bisa login,2,Negatif
Mantap,5,Positif
Setelah diupdate ke 2.73 ada yang sukses ada yang malah terjadi kesalahan saat melakukan inisialisasi Dengan peringatan gagal mendapatkan kunci digital,1,Negatif
"Tolong diperbaiki, saya tidak bisa login karena kesalahan saat melakukan inisialisasi aplikasi , kenapa itu? Tiba-tiba saja..",1,Negatif
bikin pusinh,1,Negatif
"APLIKASI BUSUK,,,!!!!!! Kalau belum bisa bikin aplikasi yang bagus, tidak usah pakai aplikasi untuk event sebesar PEMILU dan PILKADA, Aplikasi masih banyak bug kek gini kok mau Rekap data PEMILU dan PILKADA,, 👎🏻👎🏻👎🏻👎🏻👎🏻",1,Negatif
❤,5,Positif
Aneh,1,Negatif
Kenapa gagal mendapatkan kunci digital.,1,Negatif
KPU OK,5,Positif
Sudah terinstal tpi knp kok madi v 271 mohon petunjuknya susah sekali updatnya,1,Negatif
Parah bgt gabisa di update,2,Negatif
Ganti versi dari 2.71 jadi 2.73 lumayan uga ya,5,Positif
tidak dapat digunakan,1,Negatif
Server gagal masuk mulu,2,Negatif
= makin di perbarui malah makin kacau nih aplikasi parah..,1,Negatif
Mantap,5,Positif
Klo msih bnyak bug jgn di launcing aplikasinya gua yg kpps sakit kepala,1,Negatif
Oke,5,Positif
Semoga aplikasi nya tidak bermasalah dan terjadi Server Maintenance,5,Netral
Tadi aman dh bisa login dan praktek sirekap pada rapat bimtek 1 tiba2 pas mau d pake lagi nga bisa login Berusaha Ampe stres tingkat dewa,3,Netral
Gonta ganti terus ribet pak,1,Negatif
Aplikasi BOSOK,1,Negatif
Apk ini ko tdk bisa masuk kenapa ka tdk bisa,3,Netral
Mantap,5,Positif
"Dari versi 2.71 ngga bisa update ke 2.73, udah coba clear data malah log out dan ngga bisa login😢",1,Negatif
Aplikasi busuk,1,Negatif
Cara atasi terjadi kesalahan saat melakukan inisialisasi aplikasi gi mana atau gagal mendapakan kunci digital solusinya gi mana ..?,2,Negatif
"Aplikasi pemerintah qo gini banget,",1,Negatif
begini amat aplikasi nya mau masuk aja kaga bisa,1,Negatif
𝗞𝗮𝗸 𝗸𝗲𝗻𝗮𝗽𝗮 𝗴𝗮𝗸 𝗯𝗶𝘀𝗮 𝗬𝗮 𝘂𝗻𝘁𝘂𝗞 𝗯𝗶𝗺𝘁𝗲𝗸𝟱 𝗻𝘆𝗮,2,Negatif
Aplikasi mantap,5,Positif
"Parah smpek emosi gw masuk gagal terus, ciri² aplikasi ribet kayak pilpres kemarin ini, .....😤",1,Negatif
Alhamdulillah sdh bisa langsung login.. Semoga hari H nanti tidak gangguan... 👍👍,5,Positif
🔥,5,Positif
Saya lupa password apakah bisa di bantu?,4,Netral
"Alhamdulillah lancar untuk bimtek dan upload berkas sirekap. semoga aman lancar jaya aplikasinya sampai pilkada selesai, Aamiin",5,Positif
Ok,4,Positif
selalu gagal mendapatkan sertifikat,1,Negatif
Setiap ada uji beban atau rekapitulasi sebaiknya profil yang dimunculkan cuma 1 saja,3,Netral
Aman,5,Positif
Aplikasi kudet,1,Negatif
Tidak ramah bintang satu,1,Negatif
Bagus,5,Positif
Aplikasi yg amat sangat buruk.,1,Negatif
Kyknyaaaaaa Masih lancar app judi dehhh 😂😂 kenapa app negara sejelek ini aduhhhh gimana si,1,Negatif
install ✅ login ✅ ganti password ✅ logout ✅ login kembali ❌ 🤣🤣🤣 luar biasa,1,Negatif
Lalod,1,Negatif
Pembaruan yg meribetkan,1,Negatif
Kok belum bisa update,1,Negatif
Plis gak boleh ngadat smp hari H,5,Positif
Susah Up date,1,Negatif
tidak bisa diinstal versi 2.73,2,Negatif
Mayan,5,Positif
Kok gc bisa loging di HP vivo sih💀,1,Negatif
Cakep,5,Positif
Bagus,5,Positif
Error terus waktu ganti profil,1,Negatif
Kpps kedua sy,5,Netral
Gajelas apk banyak trouble nya aneh,1,Negatif
Negara bikin ginian aja trobel terus dari tahun ke tahun. Jangan sungkan2 pakai developer luar yg sudah berpengalaman,1,Negatif
"Apk baru login aja nyusahin, kalo emang niat bikin yang bagus sekalian, jangan setengah², mendingan gausah kalo gitu, semoga pilkakda taun ini aman² aja ga kya pilpres kemarin, udah niat bimtek terus pas hari pemilihan apknya malah ngga bisa dipake",1,Negatif
aplikasi abal2 tpi biaya milyaran,1,Negatif
"Tanggal 20 november, aplikasi tidak dapat diupdate. Tanggal 7 November 2024 ""Aplikasi versi ini sudah tidak dapat digunakan""",1,Negatif
Mantapppp,5,Positif
Semoga bisa di andalkan sampe hari H agar tidak membebani relawan,5,Netral
"Gerakan kamera mohon ditingkatkan, terasa sangat berat dan patah patah",1,Negatif
Bagus aman,5,Positif
"271 lancar, update 273. Malah nggak bisa login , keterangan. Salah username dan password.. pie kieeee",1,Negatif
Mantap,5,Positif
"Saya tidak bisa memilih bimtek, hanya bisa memilih rekapitulasi. Jika saya pilih bimtek saya tidak bisa login ke dalam aplikasi. Hal tersebut sangat menghabat pekerjaan, serta pemahaman dan pemgalaman saya dalam menggunakan fitur2 yg ada di aplikasi.",2,Negatif
Belum ada kendala saat bimtek,5,Positif
Susah login,1,Negatif
Kenapa sudah di download tidak bisa di buka,1,Negatif
"Sangat baik,tepat sasaran",5,Positif
Penting sekali,5,Positif
Bosok,1,Negatif
"Ini kenapa saya tidak bisa login, padahal di versi sebelumnya lancar tidak ada kendala sekarang ngestuck di login aja",4,Negatif
Aplikasi tak layak,1,Negatif
Aplikasi belum mateng tapi dipaksain ya jadinya gini,3,Netral
Bagus dan sangat bermanfaat,5,Positif
Aplikasi ini lebih banyak masalahnya dari pada waktu pilpres..,1,Negatif
Bagus,5,Positif
Tolong server dipersiapkan dengan baik. Jangan kyak pemilu banyak yg down gambar tidak terkirim,3,Netral
Semoga sukses sampai hari H,5,Positif
"Untuk sirekap hanya sekedar membebani anggaran yg tidak sesuai... Sebenarnya TDK harus ribet pake aplikasi,,,ini cuman tambah kerjaan aja, dlu gak pke aplikasi PDA jdi presiden,atau anggota pemerintahan lain nya.",1,Negatif
Bagus,5,Positif
Tolong versi 2.73 kenapa tidak bisa di donwload,2,Negatif
Jangan bercanda lagi ya😅 nih bintang 5 dulu siapa tau bug nya anu😁,5,Positif
Sangt bagus,5,Positif
Mantap,5,Positif
hehehe,2,Negatif
Bagaimana solusinya jika lupa password akun sirekap??,3,Netral
Aplikasinya masih belum bisa dinupdate secara maksimal mungkin perlu diperbaiki lagi,3,Netral
Good,5,Positif
Joss bgt,5,Positif
"Apk aneh, ganti versi Mulu tapii gitu gitu aja pun",1,Negatif
udah masuk pke password baru tpi ttep ga bisa submit ini gmna besok pas hari H klo g bsa masuk?????,1,Negatif
Kok ndk bisa di update,4,Negatif
Di suruh update versi 2.73 malah loading trus ini gimna,1,Negatif
Siip,5,Positif
Tidak bisa di upgrade,3,Negatif
"Sedikit sedikit update, sedikit sedikit update, baru login saja susah, kasihan kami di pelosok",1,Negatif
Bagus,5,Positif
🙂pusingh,1,Negatif
Tidak bisa di-update,5,Negatif
Lancar lancar,5,Positif
aplikasi ini tidak mau terupdate,3,Negatif
sangat baik,4,Positif
Ok lh,1,Negatif
Semoga jaya KPU Semoga lancar d hari H Aamiin,5,Positif
Payah,2,Negatif
Bintang 1 dulu ntar kalau udah gampang digunakan baru dikasih bintang 5,1,Negatif
"Mudah""an pas hari H lancar tidak ada kendala",5,Positif
Smoga lancar Amin,5,Positif
Alhamdulillah lancar,4,Positif
punya saya gk bisa di update apk ke versi 2.73 nya ya??mohon solusinya,3,Negatif
moga saja lancar tanpa kendala sampai hari H,3,Netral
Sangat membantu sekali apk ini👍,5,Positif
"Kelaz menyala sirekap, pemerintah harus seperti ini sangat baik dan keren🔥🔥",5,Positif
Sanagat luar biasa,5,Positif
"Aplikasi masih uji nyoba, jadi apabila mau update masih ada kendala di karenakan ruang HP. Agat lebih mudah di gunakkan oleh pengguna baru APL sirekap agar pengunggahan maupun pengupdatean lebih di mudahkan lagi",2,Negatif
Mudah2an lancar pas hari H,5,Positif
Mantap..!!!,5,Positif
"Binta sudah menjelaskan semuanya, betapa ""bagusnya""",1,Negatif
sudah ada contohnya pas pilpres kemarin kok gaada kemajuan malah sama aja,1,Negatif
👍,5,Positif
"Kalo gabisa buat aplikasi yang optimal mending buat web aja, anggaran untuk pembuatan aplikasi alihkan untuk anggaran server. Pertimbangankan juga untuk mengubah scan angka yang ditulis manual menjadi scan bullet (mengubah lembar C-Pleno menjadi bullet seperti kertas ujian nasional). Kami sebagai pengguna tidak memerlukan UI yang bagus, yang kami perlukan hanya UX yang nyaman.",2,Negatif
Kenpa tidak bisa di update ini dari 2.71 ke 2.73 ??,2,Negatif
"Semoga tidak seperti waktu pilpres kemarin, ada surat suara yg kurang dan tidak sesuai.",5,Negatif
Ribet,1,Negatif
👍👍👍,5,Positif
Untuk versi terbaru sangat lh bagus dan menolong pengguna sirekap,5,Positif
Kelemahannya Sering minta up grade,5,Negatif
luar biasa aplikasinya,5,Positif
"Lebih ke kemampuan server juga si sepertinya...untuk aplikasi sejauh kemarin uji coba beban dengan mengupload sesuai kondisi pada hari H, agak membutuhkan waktu di pengunggahan berkas... Sebenarnya tampilan aplikasi ya gak jauh beda dengan pemilu kemarin, tapi kok ya ukurannya segajah, apalagi kalau sudah digunakan untuk login dan mengambil gambar, langsung bengkakl 2x lipatnya. Secar keseluruhan kinerjanya sudah bagus, hanya tolong dikondisikan saat hari H agar servernya bisa mengakomodir",5,Negatif
"Mudah digunakan oleh berbagai kalangan umur, tidak ada kendala saat masuk, dengan memakai teknologi terbaru semua jenis smartphone bisa mengaksesnya, saran kedepannya ada fitur akses barcode juga",5,Positif
"Kok gk bisa di update ya, Ada apa gerangan?",4,Negatif
Kok bisa2 nya aplikasi ini gak beres dari februari sampe skrg,1,Negatif
rudet,1,Negatif
Good,5,Positif
bagus,5,Positif
"Pas sudah terverifikasi dan kluar ,sekarang tidak bisa maauk lagi",1,Negatif
aplikasi hebat,1,Negatif
tolong di permuda cara masuknya,1,Negatif
Kenapa tidak bisa di update,2,Negatif
bintang yang berbicara,1,Negatif
Bagus,5,Positif
Good,5,Positif
Mantapp,5,Positif
Mesti angel,1,Negatif
"Diperbaiki buat negara!! Yg bagus aplikasi, jangan eror2 terus, gimana pas hari H",1,Negatif
Baik,5,Positif
"Tolong di perbaiki lagi , jgn setiap mau masuk harus upgrade terus, bukan mempercepat dan memperlancar kerja malah memper lambat kerjaan",1,Negatif
Sirekap dapat mempercepat perhitungan suara,5,Positif
Sangat membantu,5,Positif
"Untuk saat ini tidak ada masalah,semoga dihari haknya tidak bermasalah dan lancar.",4,Netral
Aplikasi Sirekap selalu bikin darah mendidih 😂,1,Negatif
Sangat membantu dalam tahapan PILKADA 2024 KPPS sangat mudah untuk mengakses data,5,Positif
tolong di benai untuk tingkat saat gunakan kamera gmbar goyang dan lambat fokusnya,2,Negatif
Sirekap mantap lemotnya,5,Negatif
Buat apa ada aplikasi sirekap jika proses untuk login nya pun sulit.,1,Negatif
Baguss,3,Positif
Min aplikasinya tidak bisa di-update per 19 November 2024,3,Netral
"Kalo kata saya mah mending ini apk batalin, kebanyakan kendalanya.. kalo belom siap pake aplikasi mending gak usah dari pada udah deket pemilihan tapi banyak kendala.. uji cobanya nanti aja setelah pemilihan, saya ngalamin dari pemilu sampe pilkada",1,Negatif
🙏,5,Positif
"Kenapa tidak bisa login ke dalam aplikasi sirekap ini, padahal login bimtek 1 dan bimtek 4 aman2 aja, sekarang login bimtek 5 gak bisa sama sekali, mohon bantuannya",1,Negatif
Susah untuk login,1,Negatif
Bagus bikin saya pusing tujuh keliling bukan karena kesulitannyah tapi gangguan sistem aplikasi sirekap nyah banyak di ome ome ku pemangku kebijakan nyah,5,Negatif
Ok bagus,5,Positif
Semoga sistem nya lancar dan lebih baik,5,Positif
"Aplikasi kocak , masuk username dan password yg sudah tersimpan malah gak bisa gak bisa login kocak",2,Negatif
Gemana cara kalau lupa password serekap,5,Netral
Aplikasi sampah angka angka udah bener seperti di arahan masih aja ada yang ngga kebaca padahal nulisnya udah bener,1,Negatif
"Kalau nanti aplikasinya nggak lancar, jangan menyalahkan petugas sirekapnya ya ...",5,Negatif
versi 2.73 seperti arahan,5,Netral
Terbaik,5,Positif
Ini knapa gak bisa di update aplikasinya.,1,Negatif
"Setidaknya berikanlah opsi lupa password, jadinya nggak bingung harus tanya kesana kemari, berkali-kali nyoba login gagal terus, solusinya gimana ini",3,Negatif
Aplikasi sudah di install. Tapi sampai sekarang notifikasi dari kpu belum ada. Tolong segera diatasi. Makin kesini makin dekat hari pemungutan suara,3,Negatif
Saya gk bisa submit....udah 1000 kali unistal dan instal ulang..terus aja gitu..,5,Negatif
tidak bisa,5,Negatif
Bad,3,Negatif
Aneh,5,Negatif
Semoga aflikanya tidak mainfrance saat hari H nanti,3,Netral
Gak bisa update,1,Negatif
Berjalan baik.. Kalau pas update gak bisa tinggal di uninstall dulu ttus install kembali... OK,5,Negatif
Akun saya tidak bisa masuk disable terus keterangan nya,3,Negatif
Ngaa bisa di update 🔥🔥,1,Negatif
Bermaanfaat bagi orang,5,Positif
Tidak layak untuk digunakan,1,Negatif
Digitalisasi eek kucing,1,Negatif
Baik,5,Positif
"Anggaran besar Aplikasi burik, susah login akun disable aja terus, update terus sampai mencret, kenapa ga ada tombol lupa password?",1,Negatif
Ruwet,5,Negatif
Kenapa gak bisa Update ya???,1,Negatif
"Account is disabled, contact your administration apa maksudnya ya",3,Negatif
Mantap keuren,5,Positif
Sangat bagus👍,5,Positif
Tolong diperbaiki lagi,1,Negatif
Sangat menyenangkan,5,Positif
Sudah oke. Jadi naik ratingnya,5,Positif
👍,5,Positif
Ok,5,Positif
Kalau lupa password akun ini bagaimana cara memulihkannya yah?,4,Negatif
Mau update ga bisa²,3,Negatif
Aplikasinya mudah dan sangat membantu,4,Positif
Ok,5,Positif
mudah²n bermamfaat,5,Positif
Mau submit saja susah🤦‍♀️,1,Negatif
Semoga di Hari H semua berjalan Lancar,5,Positif
Bagus,5,Positif
"Susah masuknya, klik sumbit gagal terus",4,Negatif
Bagus,5,Positif
awal masuk eror mulu,5,Negatif
"ga bisa update 2.73, apa harus uninstall dulu yg 2.71 ? ga bisa langsung di update ?",3,Netral
Oke,5,Positif
Ok,5,Positif
Tolong kalau bikin aplikasi belum siap dipake jangan dirilis dulu 😭 bikin pusing kepala,2,Negatif
"Aplikasi tidak bisa digunakan,,, tidak muncul perintah ( buka fingerprint )",1,Negatif
Invalid login di password or username,1,Negatif
Ra guna,1,Negatif
Ok,5,Positif
Gaada perkembangan,1,Negatif
saya kasih 1 bintang soalnya apl nya gk bisa di buka..,1,Negatif
Semoga tidak error error lagi,1,Negatif
bagus,5,Positif
Semoga bisa masuk,5,Netral
ok,5,Positif
No aktif Mulu Udah 2x niat gak sih bikin apk.,1,Negatif
perlu penyesuaian,4,Netral
Update version terbaru susah banget....,2,Negatif
Saya menyukai aplikasi sirekap,5,Positif
🤕,5,Positif
Aplikasi beban untuk hp yang midrange,3,Negatif
Mantap,5,Positif
Sudah di update versi 2.73 namun setelah proses update masih tertulis versi 2.71,2,Negatif
"User nama sama pasword dikasih dari sana langsung, eh pas buat login, maaf user name or pasword salah. Wkwkwk... Lucu sih ini, seperti ngulang sirekap pilpres yang suka down wkwkw Padahal jarak dari Pilpres ke Pilkada itu berbulan-bulan. Masa iya gak bener juga 🤣",1,Negatif
"buang2 kuota doang, instal unistal, emang ga bisa upgrade otomatis... kalo ga bisa bikin aplikasi bikin cendol aja min",1,Negatif
"Udah mantap... Tapi sayang jika pasword lupa ... Ngga bisa diketuk lagi .... Ngga ada opsi ""Lupa Password""",4,Negatif
sangat bagus,5,Positif
Baik sekali,5,Positif
"utk kameranya tolong d buat lebih fokus lg, terkesan lambat & goyang² trus susah fokus.. jd walaupun skrg uploadnya sdkt tp bikin lama.. pas pilpres itu fokus kameranya sudah lumayan bagus.",2,Negatif
