content,score,at,label,Unnamed: 0,clean_text,normalized_text,text_StopWords,text_tokens,text_steaming
"Tolong untuk tambahkan fitur unduh data, agar kalau tidak sengaja kehapus data bisa di unduh lagi. Jadi berkas yang sudah di kunci lalu di unggah kalau ga sengaja kehapus data bisa dipulihkan kembali, itu akan sangat membantu untuk operator yang ada masalah.",5,2024-11-27 12:30:20,Positif,,tolong untuk tambahkan fitur unduh data agar kalau tidak sengaja kehapus data bisa di unduh lagi jadi berkas yang sudah di kunci lalu di unggah kalau ga sengaja kehapus data bisa dipulihkan kembali itu akan sangat membantu untuk operator yang ada masalah,mohon untuk tambahkan fitur unduh data agar kalau tidak sengaja kehapus data bisa di unduh lagi jadi berkas yang sudah di kunci lalu di unggah kalau tidak sengaja kehapus data bisa dipulihkan kembali itu akan sangat membantu untuk operator yang ada masalah,mohon tambahkan fitur unduh data sengaja kehapus data unduh berkas kunci unggah sengaja kehapus data dipulihkan membantu operator,"['mohon', 'tambahkan', 'fitur', 'unduh', 'data', 'sengaja', 'kehapus', 'data', 'unduh', 'berkas', 'kunci', 'unggah', 'sengaja', 'kehapus', 'data', 'dipulihkan', 'membantu', 'operator']",mohon tambah fitur unduh data sengaja hapus data unduh berkas kunci unggah sengaja hapus data pulih bantu operator
"Aplikasi bapuk banyak bug saat pengambilan photo selalu lag, kemudian ketika sudah beres semua gak bisa upload pdf minimal setelah update lebih bagus ini malah lebih buruk😫👎👎",1,2024-11-27 12:09:53,Negatif,,aplikasi bapuk banyak bug saat pengambilan photo selalu lag kemudian ketika sudah beres semua gak bisa upload pdf minimal setelah update lebih bagus ini malah lebih buruk,aplikasi bapuk banyak bug saat pengambilan photo selalu lag kemudian ketika sudah beres semua tidak bisa upload pdf minimal setelah update lebih bagus ini malah lebih buruk,aplikasi bapuk bug pengambilan photo lag beres upload pdf minimal update bagus buruk,"['aplikasi', 'bapuk', 'bug', 'pengambilan', 'photo', 'lag', 'beres', 'upload', 'pdf', 'minimal', 'update', 'bagus', 'buruk']",aplikasi bapuk bug ambil photo lag beres upload pdf minimal update bagus buruk
Pas hari H nya unggah data daftar hadir tidak bisa error mulu😥,2,2024-11-27 12:02:39,Negatif,,pas hari h nya unggah data daftar hadir tidak bisa error mulu,saat hari h nya unggah data daftar hadir tidak bisa error mulu,h nya unggah data daftar hadir error mulu,"['h', 'nya', 'unggah', 'data', 'daftar', 'hadir', 'error', 'mulu']",h nya unggah data daftar hadir error mulu
Aplikasi cacat,1,2024-11-27 11:46:35,Negatif,,aplikasi cacat,aplikasi cacat,aplikasi cacat,"['aplikasi', 'cacat']",aplikasi cacat
Apk mempersulit tidak mempermudah,1,2024-11-27 11:34:01,Negatif,,apk mempersulit tidak mempermudah,aplikasi mempersulit tidak mempermudah,aplikasi mempersulit mempermudah,"['aplikasi', 'mempersulit', 'mempermudah']",aplikasi sulit mudah
Banyak bug,1,2024-11-27 11:12:44,Negatif,,banyak bug,banyak bug,bug,['bug'],bug
Apk ga jelas ngunggah aja lama . Lemah,1,2024-11-27 11:07:18,Negatif,,apk ga jelas ngunggah aja lama lemah,aplikasi tidak jelas ngunggah saja lama lemah,aplikasi ngunggah lemah,"['aplikasi', 'ngunggah', 'lemah']",aplikasi ngunggah lemah
Gagal terus,1,2024-11-27 10:53:25,Negatif,,gagal terus,gagal terus,gagal,['gagal'],gagal
Hapus nya gaguna sangat bagus kalo tidak ada,1,2024-11-27 10:29:44,Negatif,,hapus nya gaguna sangat bagus kalo tidak ada,hapus nya gaguna sangat bagus kalau tidak ada,hapus nya gaguna bagus,"['hapus', 'nya', 'gaguna', 'bagus']",hapus nya gaguna bagus
Mantap,5,2024-11-27 10:14:52,Positif,,mantap,mantap,mantap,['mantap'],mantap
"Aplikasi busuk , kebanyakan di korupsi ya gini Login aja susah",1,2024-11-27 09:04:45,Negatif,,aplikasi busuk kebanyakan di korupsi ya gini login aja susah,aplikasi busuk kebanyakan di korupsi iya begini login saja susah,aplikasi busuk kebanyakan korupsi iya login susah,"['aplikasi', 'busuk', 'kebanyakan', 'korupsi', 'iya', 'login', 'susah']",aplikasi busuk banyak korupsi iya login susah
Sangat membantu dan mudah di gunakan.,5,2024-11-27 09:00:05,Positif,,sangat membantu dan mudah di gunakan,sangat membantu dan mudah di gunakan,membantu mudah,"['membantu', 'mudah']",bantu mudah
"aplikasi pemerintah masih jauh kualitasnya sama online shop, padahal yg pake cuma 1 hari doang",1,2024-11-27 08:41:32,Negatif,,aplikasi pemerintah masih jauh kualitasnya sama online shop padahal yg pake cuma 1 hari doang,aplikasi pemerintah masih jauh kualitasnya sama online shop padahal yang pakai cuma 1 hari doang,aplikasi pemerintah kualitasnya online shop pakai 1 doang,"['aplikasi', 'pemerintah', 'kualitasnya', 'online', 'shop', 'pakai', '1', 'doang']",aplikasi perintah kualitas online shop pakai 1 doang
Sangat membantu,4,2024-11-27 08:09:06,Positif,,sangat membantu,sangat membantu,membantu,['membantu'],bantu
Ajib,5,2024-11-26 20:28:45,Positif,,ajib,ajib,ajib,['ajib'],ajib
"username betul, password betul, saat submit masuk gak bisa. duuh repot banget",2,2024-11-26 17:29:02,Negatif,,username betul password betul saat submit masuk gak bisa duuh repot banget,username betul password betul saat submit masuk tidak bisa duuh repot banget,username password submit masuk duuh repot banget,"['username', 'password', 'submit', 'masuk', 'duuh', 'repot', 'banget']",username password submit masuk duuh repot banget
"Aplkasi burik...sangat susah untuk didownload.....ditambah lagi pas unggah berkas sangat susah.......... Yg buat aplikasih ini lebih baik di hapus sj....lebih baik pake manual......yg dulu pake manual sj pemilu berjalan lancar....sekarang malah pake aplikasi buat tambah ribet di tambah lagi aplikasih yg tdk berguna ini.....aplikasi sangat burik...buang"" pulsa data",1,2024-11-26 17:00:18,Negatif,,aplkasi buriksangat susah untuk didownloadditambah lagi pas unggah berkas sangat susah yg buat aplikasih ini lebih baik di hapus sjlebih baik pake manualyg dulu pake manual sj pemilu berjalan lancarsekarang malah pake aplikasi buat tambah ribet di tambah lagi aplikasih yg tdk berguna iniaplikasi sangat burikbuang pulsa data,aplkasi buriksangat susah untuk didownloadditambah lagi saat unggah berkas sangat susah yang untuk aplikasih ini lebih baik di hapus sjlebih baik pakai manualyg dulu pakai manual sj pemilu berjalan lancarsekarang malah pakai aplikasi untuk tambah ribet di tambah lagi aplikasih yang tidak berguna iniaplikasi sangat burikbuang pulsa data,aplkasi buriksangat susah didownloadditambah unggah berkas susah aplikasih hapus sjlebih pakai manualyg pakai manual sj pemilu berjalan lancarsekarang pakai aplikasi ribet aplikasih berguna iniaplikasi burikbuang pulsa data,"['aplkasi', 'buriksangat', 'susah', 'didownloadditambah', 'unggah', 'berkas', 'susah', 'aplikasih', 'hapus', 'sjlebih', 'pakai', 'manualyg', 'pakai', 'manual', 'sj', 'pemilu', 'berjalan', 'lancarsekarang', 'pakai', 'aplikasi', 'ribet', 'aplikasih', 'berguna', 'iniaplikasi', 'burikbuang', 'pulsa', 'data']",aplkasi buriksangat susah didownloadditambah unggah berkas susah aplikasih hapus sjlebih pakai manualyg pakai manual sj milu jalan lancarsekarang pakai aplikasi ribet aplikasih guna iniaplikasi burikbuang pulsa data
"Gak bisa login, diperlukan otentikasi yg gak tau harus nyari dimana otentikasi nya, karna gak ada dapat chat wa atau melalui email untuk kode otentikasi",1,2024-11-26 15:54:50,Negatif,,gak bisa login diperlukan otentikasi yg gak tau harus nyari dimana otentikasi nya karna gak ada dapat chat wa atau melalui email untuk kode otentikasi,tidak bisa login diperlukan otentikasi yang tidak tau harus nyari dimana otentikasi nya karna tidak ada dapat chat wa atau melalui email untuk kode otentikasi,login otentikasi tau nyari dimana otentikasi nya karna chat wa email kode otentikasi,"['login', 'otentikasi', 'tau', 'nyari', 'dimana', 'otentikasi', 'nya', 'karna', 'chat', 'wa', 'email', 'kode', 'otentikasi']",login otentikasi tau nyari mana otentikasi nya karna chat wa email kode otentikasi
Mantap,5,2024-11-26 15:38:48,Positif,,mantap,mantap,mantap,['mantap'],mantap
Saya mau masuk aplikasi sirekapAplena Sumuai,3,2024-11-26 15:30:53,Netral,,saya mau masuk aplikasi sirekapaplena sumuai,saya ingin masuk aplikasi sirekapaplena sumuai,masuk aplikasi sirekapaplena sumuai,"['masuk', 'aplikasi', 'sirekapaplena', 'sumuai']",masuk aplikasi sirekapaplena sumuai
Tolong diperbaiki saya tidak bisa login semoga semua orang tidak curiga bahwasanya database di otakatik,1,2024-11-26 15:30:23,Negatif,,tolong diperbaiki saya tidak bisa login semoga semua orang tidak curiga bahwasanya database di otakatik,mohon diperbaiki saya tidak bisa login semoga semua orang tidak curiga bahwasanya database di otakatik,mohon diperbaiki login semoga orang curiga database otakatik,"['mohon', 'diperbaiki', 'login', 'semoga', 'orang', 'curiga', 'database', 'otakatik']",mohon baik login moga orang curiga database otakatik
Buruk,1,2024-11-26 14:08:00,Negatif,,buruk,buruk,buruk,['buruk'],buruk
Bismillah lancar,1,2024-11-26 12:39:56,Negatif,,bismillah lancar,bismillah lancar,bismillah lancar,"['bismillah', 'lancar']",bismillah lancar
Lupa sandi sirekap gimana solusinya min😭😭😭😭,3,2024-11-26 12:28:52,Netral,,lupa sandi sirekap gimana solusinya min,lupa sandi sirekap gimana solusinya min,lupa sandi sirekap gimana solusinya min,"['lupa', 'sandi', 'sirekap', 'gimana', 'solusinya', 'min']",lupa sandi sirekap gimana solusi min
mantap,5,2024-11-26 12:28:13,Positif,,mantap,mantap,mantap,['mantap'],mantap
"Mohon untuk di perbaiki lagi sitemnya, kadang ngeleg",3,2024-11-26 11:24:32,Netral,,mohon untuk di perbaiki lagi sitemnya kadang ngeleg,mohon untuk di perbaiki lagi sitemnya kadang ngeleg,mohon perbaiki sitemnya kadang ngeleg,"['mohon', 'perbaiki', 'sitemnya', 'kadang', 'ngeleg']",mohon baik sitemnya kadang ngeleg
Yang lupa password bagaimana ya di apk tidak klik lupa password,3,2024-11-26 10:59:29,Netral,,yang lupa password bagaimana ya di apk tidak klik lupa password,yang lupa password bagaimana iya di aplikasi tidak klik lupa password,lupa password iya aplikasi klik lupa password,"['lupa', 'password', 'iya', 'aplikasi', 'klik', 'lupa', 'password']",lupa password iya aplikasi klik lupa password
Saya rasa di mohon untuk evaluasi terkait sirekap.jangan mempersulit kita.sistem sama saja seperti pilper. Tidak ada pembenahan sama sekali. Terkendala di upload daftar hadir nyiksa. Antal antalan,1,2024-11-26 08:58:47,Negatif,,saya rasa di mohon untuk evaluasi terkait sirekapjangan mempersulit kitasistem sama saja seperti pilper tidak ada pembenahan sama sekali terkendala di upload daftar hadir nyiksa antal antalan,saya rasa di mohon untuk evaluasi terkait sirekapjangan mempersulit kitasistem sama saja seperti pilper tidak ada pembenahan sama sekali terkendala di upload daftar hadir nyiksa antal antalan,mohon evaluasi terkait sirekapjangan mempersulit kitasistem pilper pembenahan terkendala upload daftar hadir nyiksa antal antalan,"['mohon', 'evaluasi', 'terkait', 'sirekapjangan', 'mempersulit', 'kitasistem', 'pilper', 'pembenahan', 'terkendala', 'upload', 'daftar', 'hadir', 'nyiksa', 'antal', 'antalan']",mohon evaluasi kait sirekapjangan sulit kitasistem pilper benah kendala upload daftar hadir nyiksa antal antalan
Masuk sekali,5,2024-11-26 07:45:41,Positif,,masuk sekali,masuk sekali,masuk,['masuk'],masuk
"Selama Bimtek dan Produjinasional2 sih aman tapi gatau nanti pas scan setelah penghitungan suara bakal bisa apa enggak, semoga aja bisa dan lancar.",3,2024-11-26 07:30:04,Netral,,selama bimtek dan produjinasional2 sih aman tapi gatau nanti pas scan setelah penghitungan suara bakal bisa apa enggak semoga aja bisa dan lancar,selama bimtek dan produjinasional2 sih aman tapi gatau nanti saat scan setelah penghitungan suara bakal bisa apa enggak semoga saja bisa dan lancar,bimtek produjinasional2 sih aman gatau scan penghitungan suara semoga lancar,"['bimtek', 'produjinasional2', 'sih', 'aman', 'gatau', 'scan', 'penghitungan', 'suara', 'semoga', 'lancar']",bimtek produjinasional2 sih aman gatau scan hitung suara moga lancar
Siap,4,2024-11-26 06:55:24,Positif,,siap,siap,,[],
Versi baru lebih gampang membaca angka,5,2024-11-26 06:31:25,Positif,,versi baru lebih gampang membaca angka,versi baru lebih gampang membaca angka,versi gampang membaca angka,"['versi', 'gampang', 'membaca', 'angka']",versi gampang baca angka
🙏🏼,5,2024-11-26 04:12:20,Positif,,,,,[],
"Aplikasinya macet. Penyimpanan banyak, sinyal full kuota besar. Tetep mandeg di submit",1,2024-11-26 03:36:41,Negatif,,aplikasinya macet penyimpanan banyak sinyal full kuota besar tetep mandeg di submit,aplikasinya macet penyimpanan banyak sinyal full kuota besar tetep mandeg di submit,aplikasinya macet penyimpanan sinyal full kuota tetep mandeg submit,"['aplikasinya', 'macet', 'penyimpanan', 'sinyal', 'full', 'kuota', 'tetep', 'mandeg', 'submit']",aplikasi macet simpan sinyal full kuota tetep mandeg submit
Sedang dugunakan,5,2024-11-26 03:36:16,Positif,,sedang dugunakan,sedang dugunakan,dugunakan,['dugunakan'],dugunakan
Apk badut tidak bisa di andalkan mending di tiadakan saja,1,2024-11-25 16:13:25,Negatif,,apk badut tidak bisa di andalkan mending di tiadakan saja,aplikasi badut tidak bisa di andalkan mending di tiadakan saja,aplikasi badut andalkan mending tiadakan,"['aplikasi', 'badut', 'andalkan', 'mending', 'tiadakan']",aplikasi badut andal mending tiada
Aplikasi ngeleg buka camera ngelag masa kalah ama hp samsung j2prime,1,2024-11-25 14:03:38,Negatif,,aplikasi ngeleg buka camera ngelag masa kalah ama hp samsung j2prime,aplikasi ngeleg buka camera ngelag masa kalah ama hp samsung j2prime,aplikasi ngeleg buka camera ngelag kalah ama hp samsung j2prime,"['aplikasi', 'ngeleg', 'buka', 'camera', 'ngelag', 'kalah', 'ama', 'hp', 'samsung', 'j2prime']",aplikasi ngeleg buka camera ngelag kalah ama hp samsung j2prime
Sangat membantu suatu pekerjaan,5,2024-11-25 13:13:01,Positif,,sangat membantu suatu pekerjaan,sangat membantu suatu pekerjaan,membantu pekerjaan,"['membantu', 'pekerjaan']",bantu kerja
bikin susah,1,2024-11-25 11:08:33,Negatif,,bikin susah,bikin susah,bikin susah,"['bikin', 'susah']",bikin susah
Transport kenapa bisa gitu sih pelantikan sama bimtek,3,2024-11-25 10:56:52,Netral,,transport kenapa bisa gitu sih pelantikan sama bimtek,transport kenapa bisa gitu sih pelantikan sama bimtek,transport gitu sih pelantikan bimtek,"['transport', 'gitu', 'sih', 'pelantikan', 'bimtek']",transport gitu sih lantik bimtek
"Kesel dikit, ruang penyimpanan masih 9GB tp masih aj gagal kunci dokumen daftar hadir segala macam. Tapi harapanku semoga hari H nya dilancarkan.",1,2024-11-25 10:06:04,Negatif,,kesel dikit ruang penyimpanan masih 9gb tp masih aj gagal kunci dokumen daftar hadir segala macam tapi harapanku semoga hari h nya dilancarkan,kesel dikit ruang penyimpanan masih 9gb tp masih aj gagal kunci dokumen daftar hadir segala macam tapi harapanku semoga hari h nya dilancarkan,kesel dikit ruang penyimpanan 9gb tp aj gagal kunci dokumen daftar hadir harapanku semoga h nya dilancarkan,"['kesel', 'dikit', 'ruang', 'penyimpanan', '9gb', 'tp', 'aj', 'gagal', 'kunci', 'dokumen', 'daftar', 'hadir', 'harapanku', 'semoga', 'h', 'nya', 'dilancarkan']",kesel dikit ruang simpan 9gb tp aj gagal kunci dokumen daftar hadir harap moga h nya lancar
Klo udah di kunci ga bisa di Edit tiap bimtek harus hapus data APK KAYA GINI DI PAKE SAMA NEGARA_ BUKAN NYA DI PERMUDAH DI PERSULIT,1,2024-11-25 10:02:04,Negatif,,klo udah di kunci ga bisa di edit tiap bimtek harus hapus data apk kaya gini di pake sama negara bukan nya di permudah di persulit,klo sudah di kunci tidak bisa di edit tiap bimtek harus hapus data aplikasi kaya begini di pakai sama negara bukan nya di permudah di persulit,klo kunci edit bimtek hapus data aplikasi kaya pakai negara nya permudah persulit,"['klo', 'kunci', 'edit', 'bimtek', 'hapus', 'data', 'aplikasi', 'kaya', 'pakai', 'negara', 'nya', 'permudah', 'persulit']",klo kunci edit bimtek hapus data aplikasi kaya pakai negara nya mudah sulit
Bagus,5,2024-11-25 08:20:20,Positif,,bagus,bagus,bagus,['bagus'],bagus
Membantu kita saat pemilu,5,2024-11-25 07:57:09,Positif,,membantu kita saat pemilu,membantu kita saat pemilu,membantu pemilu,"['membantu', 'pemilu']",bantu milu
Bagus,5,2024-11-25 07:50:22,Positif,,bagus,bagus,bagus,['bagus'],bagus
Bagus sekali,5,2024-11-25 06:36:51,Positif,,bagus sekali,bagus sekali,bagus,['bagus'],bagus
"Aplikasi ngak ngotak, masuk aja susah👎",1,2024-11-25 05:15:08,Negatif,,aplikasi ngak ngotak masuk aja susah,aplikasi tidak ngotak masuk saja susah,aplikasi ngotak masuk susah,"['aplikasi', 'ngotak', 'masuk', 'susah']",aplikasi ngotak masuk susah
Ok,5,2024-11-25 00:45:04,Positif,,ok,ok,ok,['ok'],ok
TOLONG LAH . SEKELAS PEMERINTAH MEMBUAT APLIKASI JANGAN ABAL ABAL. SERVER SERING DOWN. ANGGARAN KALIAN CUKUP BESAR.,1,2024-11-25 00:27:38,Negatif,,tolong lah sekelas pemerintah membuat aplikasi jangan abal abal server sering down anggaran kalian cukup besar,mohon lah sekelas pemerintah membuat aplikasi jangan abal abal server sering down anggaran kalian cukup besar,mohon sekelas pemerintah aplikasi abal abal server down anggaran,"['mohon', 'sekelas', 'pemerintah', 'aplikasi', 'abal', 'abal', 'server', 'down', 'anggaran']",mohon kelas perintah aplikasi abal abal server down anggar
Kren,5,2024-11-24 23:25:07,Positif,,kren,kren,kren,['kren'],kren
Jeleeeek Banget aplikasi nya,1,2024-11-24 23:06:20,Negatif,,jeleeeek banget aplikasi nya,jeleeeek banget aplikasi nya,jeleeeek banget aplikasi nya,"['jeleeeek', 'banget', 'aplikasi', 'nya']",jeleeeek banget aplikasi nya
Good,5,2024-11-24 18:32:19,Positif,,good,baik,,[],
👍👍👍👍👍👍👍,1,2024-11-24 17:08:11,Negatif,,,,,[],
Punya saya alhamdulillah aman2 saja,4,2024-11-24 17:01:29,Positif,,punya saya alhamdulillah aman2 saja,punya saya alhamdulillah aman2 saja,alhamdulillah aman2,"['alhamdulillah', 'aman2']",alhamdulillah aman2
"Aplikasi kocak, tadinya bisa login eh jadi gabisa lagi wkwkwk anggaran besar aplikasi parah",1,2024-11-24 14:57:50,Negatif,,aplikasi kocak tadinya bisa login eh jadi gabisa lagi wkwkwk anggaran besar aplikasi parah,aplikasi kocak tadinya bisa login eh jadi gabisa lagi wkwkwk anggaran besar aplikasi parah,aplikasi kocak login eh gabisa wkwkwk anggaran aplikasi parah,"['aplikasi', 'kocak', 'login', 'eh', 'gabisa', 'wkwkwk', 'anggaran', 'aplikasi', 'parah']",aplikasi kocak login eh gabisa wkwkwk anggar aplikasi parah
"Saya ikut ujibeban nasional terjadi masalah ketika c.hasil dan upload berkas lainnya sudah 100% persen dan sudah dibuat salinan untuk pps dan pkk kemudian muncul notif gagal unggah padahal tadinya berhasil diunggah dan sudah 100% jadi 85%, ketika aplikasi memunculkan opsi unggah ulang kemudian diklik masa tiba"" muncul notif berkas sudah pernah diunggah sebelumnya dari server padahal diaplikasi menunjukkan progresnya masih terakhir 85%, smg dvlopr mliht ini karena bsa sangat mengnggu klw di hri H",3,2024-11-24 14:09:18,Netral,,saya ikut ujibeban nasional terjadi masalah ketika chasil dan upload berkas lainnya sudah 100 persen dan sudah dibuat salinan untuk pps dan pkk kemudian muncul notif gagal unggah padahal tadinya berhasil diunggah dan sudah 100 jadi 85 ketika aplikasi memunculkan opsi unggah ulang kemudian diklik masa tiba muncul notif berkas sudah pernah diunggah sebelumnya dari server padahal diaplikasi menunjukkan progresnya masih terakhir 85 smg dvlopr mliht ini karena bsa sangat mengnggu klw di hri h,saya ikut ujibeban nasional terjadi masalah ketika chasil dan upload berkas lainnya sudah 100 persen dan sudah dibuat salinan untuk pps dan pkk kemudian muncul notif gagal unggah padahal tadinya berhasil diunggah dan sudah 100 jadi 85 ketika aplikasi memunculkan opsi unggah ulang kemudian diklik masa tiba muncul notif berkas sudah pernah diunggah sebelumnya dari server padahal diaplikasi menunjukkan progresnya masih terakhir 85 smg dvlopr mliht ini karena bsa sangat mengnggu klw di hri h,ujibeban nasional chasil upload berkas 100 persen salinan pps pkk muncul notif gagal unggah berhasil diunggah 100 85 aplikasi memunculkan opsi unggah ulang diklik muncul notif berkas diunggah server diaplikasi progresnya 85 smg dvlopr mliht bsa mengnggu klw hri h,"['ujibeban', 'nasional', 'chasil', 'upload', 'berkas', '100', 'persen', 'salinan', 'pps', 'pkk', 'muncul', 'notif', 'gagal', 'unggah', 'berhasil', 'diunggah', '100', '85', 'aplikasi', 'memunculkan', 'opsi', 'unggah', 'ulang', 'diklik', 'muncul', 'notif', 'berkas', 'diunggah', 'server', 'diaplikasi', 'progresnya', '85', 'smg', 'dvlopr', 'mliht', 'bsa', 'mengnggu', 'klw', 'hri', 'h']",ujibeban nasional chasil upload berkas 100 persen salin pps pkk muncul notif gagal unggah hasil unggah 100 85 aplikasi muncul opsi unggah ulang klik muncul notif berkas unggah server aplikasi progres 85 smg dvlopr mliht bsa mengnggu klw hri h
